col1	col2	col3	col4	col5
1	172	1	下午看	费用大概43万左右
0	172	2	装修	名下上海有房契税二套3个点首套一个点
0	173	0	税有	请问考虑学区房嘛
1	173	1	当然好楼层好户型要贵买个性价比稍微高点小区哪栋位置好户型好点	只看格林玫瑰湾5楼
0	173	2	北区房子是不是时间久	明天大概几点过来
0	173	3	业主一套类似房子  想一起看	您好
0	174	0	没有配套学位发给	您好
0	174	1	学区	楼间距远
1	174	2	能带看	钥匙
1	175	0	明天看	好
0	175	1	五一期间随时看房	您好
0	175	2	看房	仙偏
1	176	0	这套房子讲钱	胜利大街小学
0	176	1	意思业主贷款买房子	我来问下
0	176	2	挡光	不会
0	176	3	小区马路	空置
0	176	4	采光	这套户型很好
1	177	0	采光	西户
0	177	1	价格还研究	看下
0	177	2	这套几号院房子	中间
1	178	0	您好请问房子周边学校	微信加
0	178	1	房子配套中小学	济南中学
0	178	2	这种二楼卧室采光很差上班	小区成交103.86平米188万
0	178	3	没有友情价	大概两个月
0	178	4	看下房子	电话说
1	179	0	房子看	个人物品
0	179	1	能够看房	大众新城一期
0	179	2	中学	东侧临街
1	180	0	契税几个点赠与	下午看
0	180	1	能够看房	不要看
0	180	2	光照	稍
0	181	0	房贷	看看
0	181	1	房子有证	楼层楼层楼层
0	181	2	去看	再点价约业主见面聊聊
0	181	3	马路	价格低需要置换
0	181	4	你好我想看房	不是
0	182	0	税	喝不起
1	182	1	总得税费忘记问	稍等一下
0	182	2	您好请问房子周边学校	链家12发安心承诺出问题链家包赔
0	183	0	说格林小高一起看一下	大概都要求客户
0	183	1	去看下	购房资格问题没
1	184	0	你好你好现在方便	看看
0	184	1	现在看0	好明白业主沟通一下
0	184	2	谈到	好
0	184	3	看看	不唯一
0	184	4	包括西区想看一下	您好
1	185	0	能够看房	买以后正常商品房
0	185	1	您好正在看香山庄园房子	带上
0	185	2	中学学校	外地有房
0	185	3	精装修	现在一口价房源
0	185	4	前面光线	小区门口一座新修幼儿园
1	186	0	房子现在情况	您好
0	186	1	营业税	好
1	186	2	介绍一下房子	6层
0	187	0	东区	租客不
1	187	1	靠路	春畅里跃升里
0	187	2	满两年	几点
1	188	0	中学	房子之前成交价都268万
0	188	1	您好想咨询中山大厦小区	现在私立参加摇号
0	189	0	看看时间去看看	您好
0	189	1	有证	微信我加下午拍个视频
0	189	2	有证	晚上时间看
0	189	3	精装带家具	价格还谈一点
0	189	4	这是一期	不炒
1	190	0	房子面临街	没有用过
0	190	1	看今天	11点半左右看
0	190	2	看看约一起去看	位置还行户型不太好
0	191	0	有大税	一楼
0	191	1	你好 满几年	看看过来看看南国花园小区房源最近二手房交易非常火爆
0	191	2	一期五楼	还没有客户谈过
0	192	0	您好正在看芍药居北里房子	好
0	192	1	这套房子情况介绍一下	这套基本上算清水价格卖
0	192	2	装修	价格这是房东心里价位
0	193	0	看房	着急
0	193	1	能够看房	德佑地产NAME很高兴为您服务看房免费接送提供接送服务请问帮助
0	193	2	家电没有	15号楼现在没有在售3室
0	193	3	采光	巴黎花园 1室0厅 南
0	193	4	套房源价格优惠空间	您好
0	194	0	该房对应小学	不行肯定卖不了146以上估计我能房主聊聊
1	194	1	价格合适过去看房子	你好
0	194	2	这种房子商业贷款	房有钥匙看今天时间
1	195	0	增值税	这套房子还贝壳所有房源均真实在售真实价格房源想看看帮约业主时间
0	195	1	价格谈	那买第二套首付5成
0	195	2	第一套看一下	都很好
0	195	3	能办房产证	考虑买三室五室房子
0	195	4	房子看	明年六月份满五
0	196	0	去看一下	几点有空
1	196	1	契税包含	看
0	196	2	你好为啥套房税费高	预算大概
1	197	0	周围配套设施	早安
1	197	1	能够看房	2楼
0	197	2	采光电梯房低担心采光	5万多单价
0	197	3	低价	有空实地看一下更直观
0	197	4	看	185楼层挺好后排看海效果不错
0	198	0	小区户型	花园洋房
0	198	1	这套明天方便看看	房子钥匙业主置换着急出售看房方便房子满五年不唯一
0	198	2	24号楼靠近马路	小学公立普小
1	199	0	能够看房	首付25万左右
0	199	1	房子有证	小区顶楼都小面积价格比较低套二房子户型都85平左右均价120左右
0	199	2	您好请问房子周边学校	划片区读珊瑚康恒小学  110中学
0	200	0	这套纠纷房子不能约房东谈谈	周日下午三点半周一上午
0	200	1	帮看看6号楼101户型	下午好
1	200	2	看有没有降价	主要考虑户型
0	201	0	您好请问这套房子首付税费	好
0	201	1	价格还便宜	房子家具家电全送
0	201	2	保利路边	您好
0	202	0	这套房子方便看	不是
1	202	1	法华南里看	4楼
0	202	2	周边配套差不多点	贷款
1	203	0	南北通透	前提前一天说一声业主约好
0	203	1	您好想了解南国花园即将上架3室房源报价	不客气
0	203	2	价格最低	方便发个电话号码过来
0	203	3	满两年增值税	读书
0	203	4	采光	您好
1	204	0	组合贷	陕汽二小
0	204	1	明天房子看	本部
0	204	2	房子房产证拿到	这种房子交易风险比较大  客户都不是很推荐购买   最好考虑一下产权证房源
0	204	3	这是几期	看这套没带车位有套240万带车位售
0	204	4	上学学校	清泉外国语  新华学校学区房
0	205	0	发房子	在家都看房
0	205	1	套房源价格优惠空间	没有来过小区
0	205	2	龙博能到130	稍微有点
0	205	3	房子看	房子还
0	206	0	大路	房子空还没有住业主投资那种
0	206	1	您好请问房子周边学校	比较靠近黄河西路薛家知道
0	206	2	小区按揭	下中坝附近阳光盘总价四五十万八十几平
0	206	3	学区	目前啥时候时间看房
0	206	4	香槟花园一期	房本没办
1	207	0	房子听说满四	约
0	207	1	房子看	您好之前咨询房源近七日6人咨询过此房时间去看看
0	207	2	看	现在
0	207	3	您好请问户型优缺点	老证会贵一点
0	207	4	您好请问周边配套	链接发一下
1	208	0	学期房	总价150万起
0	208	1	明天看	最高贷款税费42万贷款贷80万首付全部下来165万
0	209	0	您好想咨询西凌新邨小区	老师贵姓
0	209	1	房子小区	姐 富康里 来福里那套小户型觉得不行
0	209	2	南北通透	好
0	210	0	您好请问户型优缺点	西丽雅苑快下证现在买比较划算
0	210	1	时间带看龙城花园房子	错开双阳户型考虑
1	210	2	您好请问户型优缺点	😊
0	211	0	附近学校	那有意向 实地看看
0	211	1	学位配套设施	总高19楼低楼层
0	211	2	想了解一下锦江房子	4期
0	211	3	想问一下金色乐府配套学区	5楼这套清水
0	212	0	您好请问房子周边学校	首付41
0	212	1	看	明天有没有时间
0	212	2	您好请问这套房子随时带看	145
0	212	3	您好正在看恒大天府半岛房子	这套没有满二首付高一点
0	212	4	下周想来看一下	亲明天有空不
1	213	0	带家电家具	属于中山小学
0	213	1	g06价格方面业主谈	好稍
0	213	2	中间位置	2500标准
0	214	0	几楼采光咋样	想VR看房
1	214	1	6楼有降价可能	有空过来看看属于学区房比金沟寨便宜不少
0	214	2	二手房税费收	初中对口进才房子学区没有用过
0	215	0	晚上看	两种选择
0	215	1	今天看	几点过来
1	216	0	学期房	13楼公司产权基本全款才税很高
0	216	1	看房	目前小区还没有满两年房子最早今年年底
0	216	2	毛胚	了解
0	217	0	您好请问房子周边学校	确认好回复
0	217	1	五一看房	提前约客气
0	217	2	您好请问房子周边学校	首付38万
0	218	0	房子产权证	1单元
0	218	1	不动产证	没事
0	218	2	您好请问户型优缺点	点击线上带看同意进入
0	218	3	房子上学校	有个精装不卖撤
0	218	4	这套房子首付款大概	税费房产交易都
0	219	0	周边配套设施	A区
0	219	1	马路第一排	明天实地看一下
1	219	2	贷款	11万多
0	220	0	中间两边	我加微信
0	220	1	带看看房子	现在正常出售
0	220	2	配套发展这方面	请问看
1	221	0	高税	盐田港
1	221	1	还没   小区房子行情了解    看房子卖挺便宜   刚才说带车位   房子关注好久	总高30层房子12楼
0	221	2	产权证	好
0	222	0	看	好
0	222	1	这套套	楼盘周边最近赤岗社区卫生站1.6公里龙眼医院楼盘2.9公里处
0	222	2	晚上现在好看房子	看这套1号楼正常买卖房源
0	222	3	您好正在看招商公园四期璟园房子	河西好小学  师大二附小  上海道  闽侯路
0	222	4	这套情况	不满两年
0	223	0	税有	周边金润发苏果都
0	223	1	高税	过来看看房子
0	223	2	看有没有降价	说1130那套昨天谈客户出1080万业主1120万
0	223	3	满2年	不是
0	223	4	有证	都收客户诚意金
0	224	0	亲房子几排	没有电梯  低层
0	224	1	最近看	李先生您好
0	224	2	配套都了解	大面积
0	224	3	低楼层是不是采光问题	这套性价比好些
1	224	4	这是几期	70年产权住宅
0	225	0	家具	房子对口武汉小学武珞路中学
1	225	1	楼盘房产证	考虑附近三居室
0	225	2	大概户型	方便留电话
0	226	0	装修	受限
1	226	1	万科期房	时间看
0	226	2	您好请问房子周边学校	房源  周六上午  明天看房源发给你
1	227	0	看房	11月份会一批满2年栋数15栋68栋明年去
0	227	1	属于小学	您好大概考虑房子帮匹配房源
0	227	2	现在看房看	好
0	227	3	这套房子额外税有	不超
1	228	0	小李方便能够看房	想了解两居室三居室
1	228	1	小区	套房挂牌时间2019年4月份挂
0	228	2	小区对口初中	贷款
1	229	0	现在看	先VR看下
0	229	1	现在还走4.9不	这套房子精装修拎包入住
0	229	2	能够看房	打电话
0	229	3	下午看房	客气会安排好
0	229	4	房子看	先看房
1	230	0	您好想了解闲湖城玉屏蓝湾即将上架4室房源报价	姐应该网络不稳定
0	230	1	这套房子情况了解	低层那套不要带对比一下
1	230	2	中学	价位低
0	231	0	能够看房	留个电话
1	231	1	首付	不太方便  疫情原因房东不想看房
0	231	2	方便看	6楼 一共七层 不是顶层 性价比挺高先看一下
0	231	3	中学	采光还
0	231	4	情况看看	落户住
0	232	0	家具家电	新房只需要承担契税
0	232	1	税费	几点过来明天
0	232	2	一期二期	贷款
0	232	3	主要看房子	采沐
0	232	4	这套房子看房	这套房子还售
1	233	0	双税	两个学校都不错特别沙堰小学武侯区重点打造学校师资力量很好
0	233	1	小区几期房子	您好
0	233	2	看	约一下
1	234	0	采光	中学
0	234	1	能够看房	考虑南二外本部初中学位
0	234	2	采光好不好	价格不算太贵
0	234	3	周围配套	高新目前没有
0	234	4	你好 有大税	小学北京市海淀区第三实验小学
0	235	0	您好请问房子周边学校	链家NAME很高兴为您服务
0	235	1	全税啥意思	340肯定不行出355都6真事看看房子带看量
1	235	2	您好请问周边配套	首套房首付13万
0	235	3	能够看房	派位省实三中七中十中十三中十六中豪贤中学
0	235	4	1150谈到1000	说210
1	236	0	二套税	公立小学下庄小学中学高中都需要考
1	236	1	总层17层光线还好	现在业主不愿意看
0	236	2	户型图装修情况	您好之前咨询房源户型很优质时间去看看
1	237	0	套房源价格优惠空间	线上带看看房
1	237	1	您好正在看平安山庄房子	先看房房子看上业主谈价格还聊
0	237	2	一套咋样	不一定
1	238	0	您好正在看华润橡树湾一期房子	枫尚领域
0	238	1	您好请问房子周边学校	看房没问题
0	238	2	业主心里价格钱卖	您好
0	239	0	都需要孩子上小学需要好一点学校配套成熟点	老师
0	239	1	确实够诚意	房东诚心出售 谈
0	239	2	配套好	顶跃毛坯装修
0	240	0	能够看房	您好
1	240	1	小区好久满2年	去看看
1	240	2	小区好久满2年	好
1	241	0	明天看	电话号码一下
0	241	1	我要家具家电	方便手机号新房子第一时间联系发给您
1	241	2	税费情况	房子没有钥匙
0	242	0	总价有少	电话
0	242	1	房子80年代还贷款	打电话
0	242	2	现在看房	房子租户东北还没回北京
0	242	3	看房	香都基本不满二
0	242	4	不能约起来看一下	方便手机号一下帮约一下房东带实地看一下房子平常不会打扰
1	243	0	尽量看几套	都统一标准
0	243	1	几年内房	40万税
0	243	2	玉兰几期	看好商量
1	244	0	看	发给您几个贷款
0	244	1	有税	看上房房主聊聊
0	244	2	看房	最后一套重点考虑
0	245	0	看房方便	好有事随时微
0	245	1	您好请问户型优缺点	有套四楼
0	245	2	阳光遮挡	刚调整五万钱能接受业主沟通一下
0	245	3	您好请问户型优缺点	小区环境好
0	245	4	您好请问房子周边学校	带先看看
0	246	0	好明天看看去	隔起来花园私人
0	246	1	证件齐全	二套有过贷款记录就算二套
0	246	2	小学学校	您好
0	247	0	2号楼十字路口四楼毛胚	好
0	247	1	小学初中分别划片学校	方便留个电话
0	247	2	明天看房不	好
0	248	0	今天看	看多久时间带实地去看一下
0	248	1	您好请问房子周边学校	没出租
0	248	2	不知道户型	业主留钥匙明天上午时间方便带看看房子
1	249	0	房子很感兴趣	周边有森兰体育公园森兰商都阳光天地商场
1	249	1	说清华附属	客厅采光不太好
0	249	2	属于学区	时间业主约一下
1	250	0	您好请问户型优缺点	您好
0	250	1	关键需要知道能谈 才能决定	不是
0	250	2	首付	看房钥匙随时看房方便
0	250	3	你好请问房子配套学区	复试
0	250	4	最低钱成交	台湾人
0	251	0	小学初中	没有下来
1	251	1	3301约看不了	先看看房子看上业主聊聊
0	251	2	套房源价格优惠空间	周没有看房😓
0	251	3	不能先给看看户型	套房空间谈谈
0	251	4	价位还低	价格还商量
0	252	0	最低	夏哥
0	252	1	位置	徐阿姨您们考虑买房子
0	252	2	明天看	征信没有问题都贷款
0	252	3	能够看房	目前最低124万8
0	252	4	您好请问房子周边学校	价格谈
1	253	0	套房源价格优惠空间	钱先生晚上吃过饭是否时间过来
0	253	1	图片毛坯	帮到
0	253	2	能够看房	还买拾里洋房
0	254	0	您好请问房子周边学校	好打算时间入住房租价格55006500元月房子要求徒弟准备一下
1	254	1	做高贷款	本房对口小学新普陀小学 初中梅陇中学距离200米梅陇中学学校很不错
0	254	2	晚饭后过来看房	好看时间方便
0	254	3	最近看房	你好
0	254	4	早点不	珠海印象城离奥园广场很近
1	255	0	有没有中央空调	好
0	255	1	您好想咨询中海银海一号小区成交房源	稍算下
0	255	2	现场看	东小
0	256	0	采光临街都问题	刚接电话
0	256	1	房子是不是不满五 很多税	业主比较诚心出售
0	256	2	正在看一块儿房子	看方便
1	257	0	价格谈	房主没在家
0	257	1	简单介绍一下	业主前天已经刚买好房子昨天才挂牌明天第一次安排看房
